Timestamp,Email,Top Money Concern,Keyword,Source,Community Joined,Resource Sent
2026-04-08T21:26:23+05:30,jasleen.arora.183@example.com,Where to invest,PLAN,community,true,Money checklist PDF
2026-08-20T21:18:49+05:30,jigar.naik.190@example.com,Retiring early,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-16T14:23:58+05:30,kabir.gupta.359@example.com,Where to invest,ALPHA,web_reveal,true,Money checklist PDF
2026-07-26T16:43:53+05:30,karthik.krishnan.220@example.com,Saving enough every month,ALPHA,community,true,none
2025-08-31T22:56:59+05:30,karthik.kumar.639@example.com,Paying off loans,ALPHA,community,true,Money checklist PDF
2026-09-03T08:32:35+05:30,kavitha.kamath.165@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-07-17T14:53:34+05:30,kavitha.naidu.153@example.com,Insurance and cover,PLAN,community,true,none
2026-07-29T17:15:23+05:30,kavitha.rao.644@example.com,Saving enough every month,PLAN,community,true,Reveal walkthrough video
2026-05-28T11:41:10+05:30,kavya.bhatia.189@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-18T10:11:04+05:30,kavya.kohli.382@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-08-28T16:55:49+05:30,ketan.shah.244@example.com,Paying off loans,ALPHA,community,true,Money checklist PDF
2026-06-04T22:04:33+05:30,kinjal.sawant.209@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-09-11T08:47:09+05:30,kunal.deshmukh.547@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-06-26T08:30:53+05:30,kunal.vora.335@example.com,Insurance and cover,PLAN,community,true,none
2026-07-23T09:15:22+05:30,manish.chauhan.194@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-07-18T07:15:05+05:30,mansi.vora.522@example.com,Where to invest,PLAN,web_reveal,false,none
2026-05-19T13:35:17+05:30,meenakshi.reddy.325@example.com,My children's education,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-04T12:40:46+05:30,meera.srivastava.505@example.com,Saving enough every month,PLAN,web_reveal,false,Money checklist PDF
2026-08-20T13:33:25+05:30,mehak.gill.415@example.com,My children's education,ALPHA,web_reveal,false,Money checklist PDF
2026-05-02T15:34:57+05:30,mihir.jadhav.622@example.com,My children's education,ALPHA,community,true,Money checklist PDF
2026-08-29T18:18:03+05:30,moumita.nayak.564@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-26T12:19:02+05:30,naina.chopra.322@example.com,Insurance and cover,ALPHA,web_reveal,false,none
2026-09-15T02:47:38+05:30,naina.rathore.627@example.com,Insurance and cover,PLAN,community,true,none
2026-06-25T11:18:28+05:30,naina.sethi.422@example.com,My children's education,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-02T12:12:34+05:30,naveen.naidu.580@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-06T09:13:31+05:30,naveen.varma.488@example.com,Paying off loans,PLAN,community,true,none
2026-04-21T09:36:23+05:30,neha.bedi.534@example.com,Retiring early,PLAN,web_reveal,false,none
2026-06-23T21:25:03+05:30,neha.tandon.367@example.com,Saving enough every month,PLAN,web_reveal,true,Money checklist PDF
2026-04-29T18:49:06+05:30,nidhi.chitale.301@example.com,Insurance and cover,PLAN,community,true,Money checklist PDF
2026-08-05T15:00:33+05:30,nidhi.deshmukh.316@example.com,Paying off loans,PLAN,community,true,Money checklist PDF
2026-05-27T09:47:02+05:30,nidhi.kamat.548@example.com,Retiring early,ALPHA,community,true,Reveal walkthrough video
2026-09-12T20:31:42+05:30,nidhi.kulkarni.184@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-08-19T21:14:54+05:30,nidhi.patel.167@example.com,Paying off loans,PLAN,community,true,none
2026-07-04T15:06:40+05:30,nirav.jain.159@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-05-16T11:19:01+05:30,nirav.shah.333@example.com,Paying off loans,ALPHA,community,true,none
2026-09-14T12:43:21+05:30,nishant.sawant.247@example.com,Where to invest,ALPHA,web_reveal,false,none
2026-07-24T08:49:06+05:30,nitin.mehra.263@example.com,Paying off loans,PLAN,community,true,none
2026-08-13T09:00:09+05:30,nitin.verma.238@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-04T08:34:20+05:30,omkar.shinde.149@example.com,Where to invest,ALPHA,web_reveal,false,Money checklist PDF
2026-07-23T19:03:02+05:30,parth.naik.609@example.com,Retiring early,PLAN,web_reveal,false,Money checklist PDF
2026-04-04T14:18:02+05:30,parth.shah.399@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-08-23T13:51:03+05:30,parth.thakkar.226@example.com,Where to invest,ALPHA,web_reveal,false,Money checklist PDF
2026-06-04T22:33:07+05:30,pavithra.natarajan.298@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-04-29T02:23:23+05:30,pavithra.pai.636@example.com,Where to invest,PLAN,web_reveal,false,none
2026-06-09T09:57:51+05:30,payal.mishra.196@example.com,Where to invest,ALPHA,community,true,Reveal walkthrough video
2026-07-27T21:47:53+05:30,payal.saxena.426@example.com,My children's education,PLAN,web_reveal,false,none
2026-05-21T17:57:06+05:30,prachi.kamat.394@example.com,Paying off loans,ALPHA,web_reveal,false,Money checklist PDF
2026-05-24T09:46:03+05:30,prachi.patel.385@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-05-21T12:33:11+05:30,pranav.chauhan.342@example.com,Insurance and cover,ALPHA,web_reveal,false,Money checklist PDF
2026-06-04T21:16:15+05:30,rajarshi.bose.343@example.com,Paying off loans,PLAN,community,true,none
2026-04-23T12:07:49+05:30,rajiv.murthy.492@example.com,Retiring early,ALPHA,web_reveal,true,Money checklist PDF
2026-07-05T10:29:24+05:30,revathi.kumar.313@example.com,Insurance and cover,ALPHA,community,true,Reveal walkthrough video
2026-03-28T11:13:02+05:30,riddhi.jadhav.514@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-08-10T14:57:18+05:30,ritika.kapoor.453@example.com,Where to invest,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-11T09:57:01+05:30,ruchi.tiwari.210@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-09-18T17:57:39+05:30,rutuja.dave.245@example.com,Insurance and cover,ALPHA,community,true,Money checklist PDF
2026-06-29T16:19:19+05:30,rutuja.desai.141@example.com,Saving enough every month,PLAN,community,true,none
2026-09-09T18:49:17+05:30,rutuja.thakkar.150@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-07-31T15:45:26+05:30,sagar.kulkarni.539@example.com,Insurance and cover,PLAN,community,true,Reveal walkthrough video
2026-06-14T22:32:06+05:30,sagar.mehta.330@example.com,Insurance and cover,PLAN,community,true,Money checklist PDF
2026-07-06T09:28:55+05:30,sagar.shah.216@example.com,Saving enough every month,ALPHA,community,true,Reveal walkthrough video
2026-07-23T13:38:15+05:30,sahil.rathore.185@example.com,Insurance and cover,ALPHA,community,true,Reveal walkthrough video
2026-08-20T13:05:10+05:30,sahil.verma.137@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-08-15T14:41:47+05:30,sai.hegde.306@example.com,Insurance and cover,ALPHA,web_reveal,true,Reveal walkthrough video
2026-08-01T12:05:57+05:30,sai.kamath.346@example.com,Retiring early,ALPHA,community,true,Money checklist PDF
2026-05-24T18:30:58+05:30,saloni.desai.254@example.com,Insurance and cover,ALPHA,community,true,Money checklist PDF
2026-05-06T09:37:44+05:30,sameer.desai.642@example.com,Insurance and cover,ALPHA,community,true,none
2026-07-30T23:21:42+05:30,sanjana.pandey.602@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-05-06T15:44:58+05:30,shalini.hegde.228@example.com,My children's education,PLAN,web_reveal,false,none
2026-09-12T22:38:42+05:30,shalini.pillai.400@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-28T11:28:35+05:30,shreya.kohli.180@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-10T20:24:57+05:30,shruti.shah.417@example.com,Insurance and cover,PLAN,community,true,Reveal walkthrough video
2026-06-23T21:55:24+05:30,shruti.trivedi.396@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-05-28T13:46:38+05:30,shruti.vora.556@example.com,Where to invest,ALPHA,web_reveal,false,Money checklist PDF
2026-06-10T21:08:32+05:30,siddharth.chitale.504@example.com,Retiring early,ALPHA,community,true,Reveal walkthrough video
2026-09-22T20:40:42+05:30,simran.bansal.461@example.com,Where to invest,PLAN,web_reveal,false,Money checklist PDF
2026-08-25T07:25:25+05:30,simran.verma.341@example.com,Where to invest,ALPHA,community,true,Reveal walkthrough video
2026-06-07T21:07:01+05:30,sindhu.shetty.200@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-06-17T22:02:47+05:30,sneha.kulkarni.152@example.com,Where to invest,PLAN,community,true,Money checklist PDF
2026-06-21T22:28:47+05:30,sneha.pandya.340@example.com,Paying off loans,PLAN,community,true,Money checklist PDF
2026-09-03T12:23:17+05:30,sneha.thakkar.197@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-08-29T12:32:03+05:30,sourav.mitra.577@example.com,Insurance and cover,ALPHA,community,true,none
2026-08-25T01:24:45+05:30,subhajit.banerjee.634@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-08-28T08:20:24+05:30,sudipta.pradhan.173@example.com,My children's education,ALPHA,web_reveal,false,Money checklist PDF
2026-09-16T20:02:45+05:30,suresh.kumar.494@example.com,Retiring early,PLAN,web_reveal,false,Money checklist PDF
2026-06-19T08:31:20+05:30,swathi.pillai.172@example.com,Saving enough every month,ALPHA,web_reveal,false,none
2026-05-04T18:30:35+05:30,swathi.prasad.580@example.com,Where to invest,ALPHA,community,true,none
2026-09-10T09:13:48+05:30,tanvi.gill.411@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-08-04T12:48:17+05:30,tanvi.kohli.370@example.com,Insurance and cover,PLAN,community,true,none
2026-06-12T07:42:20+05:30,tanvi.mishra.545@example.com,Retiring early,ALPHA,community,true,Reveal walkthrough video
2026-09-13T16:23:05+05:30,tejas.pandya.550@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-26T21:16:11+05:30,tejas.trivedi.524@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-09-02T10:18:46+05:30,urvi.patil.521@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-04-20T21:22:03+05:30,varsha.gowda.310@example.com,Insurance and cover,ALPHA,community,true,Reveal walkthrough video
2026-04-28T18:23:09+05:30,varsha.murthy.205@example.com,Paying off loans,ALPHA,community,true,none
2026-05-01T13:19:39+05:30,varsha.pai.334@example.com,Retiring early,PLAN,web_reveal,false,Money checklist PDF
2026-09-15T11:45:48+05:30,varun.kapoor.290@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-09-11T21:02:42+05:30,venkat.hegde.294@example.com,My children's education,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-06T21:08:14+05:30,venkat.menon.227@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-19T10:04:04+05:30,vidya.prasad.211@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-08-23T14:36:52+05:30,vignesh.gowda.302@example.com,Where to invest,ALPHA,web_reveal,true,Money checklist PDF
2026-07-01T23:43:05+05:30,vignesh.prasad.551@example.com,Insurance and cover,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-09T14:34:17+05:30,vignesh.shetty.224@example.com,Paying off loans,ALPHA,web_reveal,false,Money checklist PDF
2026-09-21T08:53:46+05:30,vikram.kapoor.487@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-07-06T17:50:44+05:30,vishnu.gowda.232@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-07-31T17:17:08+05:30,vishnu.shetty.532@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-04-29T14:10:37+05:30,yogesh.desai.258@example.com,Saving enough every month,ALPHA,community,true,Money checklist PDF
2026-06-04T15:09:20+05:30,yogesh.patil.191@example.com,Saving enough every month,ALPHA,web_reveal,false,Reveal walkthrough video
2026-05-22T21:44:14+05:30,yogesh.vora.344@example.com,Saving enough every month,ALPHA,web_reveal,true,Money checklist PDF
