Lead External ID,First Name,Last Name,Phone,Email,City,Lead Source,Lead Stage,WhatsApp Opt-in,DND,Age Band,Top Concern,Keyword,Community Joined,Created Date,Is Seed Topup
P00044,Sandeep,Reddy,9000025087,sandeep.reddy.945@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Where to invest,PLAN,false,2026-03-30,false
P00049,Devika,Bhosale,9000051022,,Mumbai,community,lead,true,false,,,,true,2026-03-31,false
P00051,Kunal,Pandya,9000056737,,Mumbai,community,lead,true,false,,,,true,2026-03-31,false
P00052,Tarun,Mishra,9000006588,tarun.mishra.393@example.com,Gurugram,community,lead,true,false,,Retiring early,ALPHA,true,2026-04-01,false
P00054,Kunal,Joshi,9000094922,,Ahmedabad,organic,lead,true,false,,,,false,2026-04-01,false
P00055,Foram,Deshmukh,9000040338,,Pune,community,lead,true,false,,,,true,2026-04-01,false
P00056,Ketan,Desai,9000048095,ketan.desai.213@example.com,Pune,web_reveal,lead,true,false,30 to 34,My children's education,PLAN,false,2026-04-01,false
P00058,Siddharth,Bhosale,9000064805,,Noida,community,lead,true,false,,,,true,2026-04-01,false
P00059,Soumya,Nayak,9000074269,soumya.nayak.152@example.com,Kolkata,web_reveal,lead,false,false,30 to 34,Retiring early,PLAN,false,2026-04-01,false
P00060,Saloni,Vora,9000008800,,Surat,corporate_session,lead,false,false,,,,false,2026-04-01,false
P00062,Karan,Rathore,9000058939,karan.rathore.164@example.com,Gurugram,web_reveal,lead,true,false,35 to 39,Retiring early,ALPHA,false,2026-04-02,false
P00064,Anand,Rao,9000073146,anand.rao.788@example.com,Bengaluru,community,lead,true,false,,Paying off loans,ALPHA,true,2026-04-02,false
P00065,Lakshmi,Rao,9000078365,,Bengaluru,community,lead,true,false,,,,true,2026-04-02,false
P00069,Vaibhav,Vora,9000073692,vaibhav.vora.932@example.com,Delhi,community,lead,true,false,,Insurance and cover,PLAN,true,2026-04-02,false
P00071,Naina,Chauhan,9000053041,naina.chauhan.970@example.com,Noida,web_reveal,lead,true,true,30 to 34,Insurance and cover,ALPHA,false,2026-04-02,false
P00072,Madhav,Naidu,9000072954,,Chennai,community,lead,true,false,,,,true,2026-04-02,false
P00073,Tanushree,Ghosh,9000009722,tanushree.ghosh.406@example.com,Bengaluru,community,lead,true,false,,Retiring early,ALPHA,true,2026-04-03,false
P00074,Sakshi,Chauhan,9000075597,,Pune,organic,lead,false,false,,,,false,2026-04-03,false
P00076,Rohan,Saxena,9000009658,rohan.saxena.946@example.com,Noida,community,lead,true,false,,Insurance and cover,PLAN,true,2026-04-03,false
P00082,Gayathri,Iyer,9000038882,,Hyderabad,corporate_session,lead,true,false,,,,false,2026-04-03,false
P00085,Priya,Bedi,9000086884,,Delhi,corporate_session,lead,true,false,,,,false,2026-04-03,false
P00088,Nithya,Menon,9000096606,,Hyderabad,community,lead,true,false,,,,true,2026-04-04,false
P00090,Vishnu,Kumar,9000050283,,Bengaluru,community,lead,true,false,,,,true,2026-04-04,false
P00091,Swathi,Iyer,9000000600,swathi.iyer.308@example.com,Bengaluru,community,lead,true,false,,My children's education,PLAN,true,2026-04-04,false
P00092,Janani,Kumar,9000066047,,Hyderabad,organic,lead,true,false,,,,false,2026-04-04,false
P00093,Madhura,Bhosale,9000008852,,Ahmedabad,community,lead,true,false,,,,true,2026-04-04,false
P00095,Kunal,Bhosale,9000038217,,Ahmedabad,referral,lead,true,false,,,,false,2026-04-05,false
P00100,Harini,Chandran,9000016279,,Bengaluru,community,lead,true,false,,,,true,2026-04-05,false
P00102,Krupa,Jadhav,9000004418,,Ahmedabad,community,lead,true,false,,,,true,2026-04-05,false
P00103,Sourav,Sahoo,9000005716,sourav.sahoo.435@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Paying off loans,PLAN,false,2026-04-06,false
P00104,Suresh,Murthy,9000086469,,Hyderabad,community,lead,true,false,,,,true,2026-04-06,false
P00106,Aakash,Arora,9000023627,,Noida,community,lead,true,false,,,,true,2026-04-06,false
P00107,Deepa,Kamath,9000049924,,Delhi,organic,lead,true,false,,,,false,2026-04-06,false
P00110,Madhura,Pawar,9000080040,,Mumbai,corporate_session,lead,true,false,,,,false,2026-04-06,false
P00111,Srinivas,Hegde,9000099277,srinivas.hegde.288@example.com,Chennai,web_reveal,lead,false,false,40 to 44,Paying off loans,PLAN,false,2026-04-06,false
P00112,Devika,Naik,9000099928,,Ahmedabad,corporate_session,lead,true,false,,,,false,2026-04-06,false
P00113,Amruta,Shah,9000004552,,Mumbai,referral,lead,true,false,,,,false,2026-04-06,false
P00115,Karan,Rathore,9000044372,karan.rathore.250@example.com,Gurugram,web_reveal,lead,false,false,25 to 29,Where to invest,PLAN,false,2026-04-07,false
P00117,Anand,Hegde,9000021343,,Chennai,organic,lead,true,false,,,,false,2026-04-07,false
P00118,Yogesh,Shinde,9000031480,yogesh.shinde.335@example.com,Pune,web_reveal,lead,true,false,30 to 34,My children's education,PLAN,false,2026-04-07,false
P00120,Aman,Bhatia,9000002366,,Chennai,community,lead,true,false,,,,true,2026-04-07,false
P00122,Pranav,Sharma,9000071981,pranav.sharma.571@example.com,Gurugram,community,lead,true,false,,Insurance and cover,ALPHA,true,2026-04-07,false
P00125,Shreya,Verma,9000061112,,Gurugram,community,lead,false,false,,,,true,2026-04-08,false
P00127,Sowmya,Pillai,9000078445,,Chennai,referral,lead,false,false,,,,false,2026-04-08,false
P00131,Ruchi,Agarwal,9000084159,,Delhi,corporate_session,lead,true,false,,,,false,2026-04-08,false
P00132,Omkar,Bhosale,9000048986,omkar.bhosale.933@example.com,Mumbai,web_reveal,lead,false,false,30 to 34,Insurance and cover,ALPHA,true,2026-04-08,false
P00133,Aniket,Patil,9000096899,aniket.patil.361@example.com,Pune,community,lead,true,false,,Saving enough every month,PLAN,true,2026-04-08,false
P00137,Vaibhav,Thakkar,9000003211,vaibhav.thakkar.239@example.com,Mumbai,community,lead,false,false,,Retiring early,ALPHA,true,2026-04-09,false
P00139,Anirban,Sen,9000056061,,Noida,community,lead,true,false,,,,true,2026-04-09,false
P00140,Ayesha,Kapoor,9000012626,,Gurugram,community,lead,true,false,,,,true,2026-04-09,false
P00141,Hetal,Thakkar,9000044221,hetal.thakkar.238@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Paying off loans,PLAN,false,2026-04-09,false
P00144,Anjali,Sethi,9000044091,,Gurugram,corporate_session,lead,true,false,,,,false,2026-04-09,false
P00147,Tanvi,Rathore,9000076268,tanvi.rathore.423@example.com,Noida,community,lead,true,false,,Retiring early,ALPHA,true,2026-04-10,false
P00148,Abhijit,Pradhan,9000051842,abhijit.pradhan.193@example.com,Kolkata,web_reveal,lead,false,false,40 to 44,Where to invest,PLAN,true,2026-04-10,false
P00149,Ramya,Srinivasan,9000051991,,Delhi,organic,lead,false,false,,,,false,2026-04-10,false
P00154,Zoya,Arora,9000087432,,Delhi,organic,lead,true,false,,,,false,2026-04-10,false
P00156,Hardik,Trivedi,9000061543,,Mumbai,referral,lead,false,false,,,,false,2026-04-10,false
P00157,Yogesh,Trivedi,9000042914,yogesh.trivedi.212@example.com,Pune,web_reveal,lead,true,false,30 to 34,Insurance and cover,ALPHA,false,2026-04-11,false
P00158,Bhavana,Rao,9000063729,,Bengaluru,community,lead,true,true,,,,true,2026-04-11,false
P00159,Divakar,Pai,9000000708,,Bengaluru,community,lead,true,false,,,,true,2026-04-11,false
P00160,Nitin,Srivastava,9000051089,,Delhi,corporate_session,lead,false,false,,,,true,2026-04-11,false
P00166,Vignesh,Balakrishnan,9000060144,vignesh.balakrishnan.294@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Saving enough every month,PLAN,false,2026-04-12,false
P00167,Swathi,Natarajan,9000094554,swathi.natarajan.583@example.com,Hyderabad,community,lead,true,false,,My children's education,PLAN,true,2026-04-12,false
P00172,Keerthana,Pai,9000040331,,Hyderabad,corporate_session,lead,true,false,,,,false,2026-04-12,false
P00177,Rajiv,Krishnan,9000099877,,Bengaluru,community,lead,true,false,,,,true,2026-04-13,false
P00179,Harini,Balakrishnan,9000099793,,Chennai,community,lead,false,false,,,,true,2026-04-13,false
P00181,Ishaan,Mishra,9000078848,,Gurugram,corporate_session,lead,false,false,,,,false,2026-04-14,false
P00184,Mohit,Bansal,9000090982,,Delhi,corporate_session,lead,true,false,,,,false,2026-04-14,false
P00185,Deepa,Varma,9000039498,,Bengaluru,organic,lead,true,false,,,,false,2026-04-14,false
P00189,Chinmay,Vora,9000029118,chinmay.vora.183@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Saving enough every month,PLAN,false,2026-04-14,false
P00193,Simran,Srivastava,9000036757,,Gurugram,corporate_session,lead,false,false,,,,false,2026-04-14,false
P00195,Lakshmi,Rajan,9000041821,,Hyderabad,community,lead,true,false,,,,true,2026-04-15,false
P00196,Jigar,Patil,9000079932,,Pune,organic,lead,true,false,,,,false,2026-04-15,false
P00205,Aniket,Patil,9000017453,,Nagpur,organic,lead,true,false,,,,false,2026-04-16,false
P00206,Pooja,Sethi,9000066137,pooja.sethi.174@example.com,Gurugram,web_reveal,lead,true,false,30 to 34,My children's education,PLAN,false,2026-04-16,false
P00207,Dhruv,Jain,9000001097,dhruv.jain.601@example.com,Pune,web_reveal,lead,false,false,35 to 39,My children's education,PLAN,false,2026-04-16,false
P00209,Prachi,Trivedi,9000091123,,Ahmedabad,community,lead,true,false,,,,true,2026-04-16,false
P00210,Tejas,Kulkarni,9000094601,,Ahmedabad,corporate_session,lead,false,false,,,,false,2026-04-16,false
P00211,Nandini,Subramanian,9000028866,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-04-16,false
P00212,Payal,Bedi,9000087440,,Pune,community,lead,true,false,,,,true,2026-04-17,false
P00213,Arpita,Dutta,9000081459,arpita.dutta.310@example.com,Gurugram,web_reveal,lead,false,false,30 to 34,Paying off loans,PLAN,false,2026-04-17,false
P00215,Lakshmi,Iyengar,9000056574,,Bengaluru,corporate_session,lead,false,false,,,,false,2026-04-17,false
P00219,Saloni,Naik,9000015535,,Mumbai,corporate_session,lead,false,true,,,,false,2026-04-17,false
P00220,Yogesh,Sawant,9000033945,,Ahmedabad,community,lead,true,false,,,,true,2026-04-18,false
P00222,Nirav,Gokhale,9000057417,,Mumbai,community,lead,true,false,,,,true,2026-04-18,false
P00224,Rituparna,Chatterjee,9000027226,,Kolkata,organic,lead,false,false,,,,false,2026-04-18,false
P00230,Chaitanya,Reddy,9000091155,,Chennai,community,lead,true,false,,,,true,2026-04-19,false
P00231,Vaibhav,Jadhav,9000047376,,Pune,community,lead,true,false,,,,true,2026-04-19,false
P00233,Harini,Menon,9000062164,harini.menon.968@example.com,Chennai,web_reveal,lead,true,false,30 to 34,Paying off loans,PLAN,false,2026-04-19,false
P00234,Vikram,Mehra,9000044028,vikram.mehra.730@example.com,Lucknow,web_reveal,lead,true,false,30 to 34,Insurance and cover,ALPHA,true,2026-04-19,false
P00236,Tanvi,Agarwal,9000076299,,Delhi,corporate_session,lead,true,false,,,,true,2026-04-19,false
P00238,Moumita,Chatterjee,9000035513,,Chennai,corporate_session,lead,true,false,,,,false,2026-04-19,false
P00239,Manish,Chauhan,9000048927,manish.chauhan.222@example.com,Delhi,web_reveal,lead,true,false,40 to 44,Retiring early,PLAN,false,2026-04-19,false
P00241,Meera,Chauhan,9000071396,meera.chauhan.141@example.com,Gurugram,community,lead,true,false,,Retiring early,PLAN,true,2026-04-20,false
P00242,Arnab,Chatterjee,9000072842,arnab.chatterjee.650@example.com,Pune,community,lead,true,true,,Insurance and cover,PLAN,true,2026-04-20,false
P00243,Vishnu,Varma,9000011619,vishnu.varma.271@example.com,Hyderabad,web_reveal,lead,false,false,35 to 39,Retiring early,PLAN,false,2026-04-20,false
P00245,Shruti,Vora,9000006919,,Mumbai,corporate_session,lead,false,false,,,,false,2026-04-20,false
P00248,Manish,Mishra,9000070839,manish.mishra.397@example.com,Gurugram,web_reveal,lead,true,false,30 to 34,Saving enough every month,PLAN,false,2026-04-20,false
P00253,Tarun,Chopra,9000015054,,Gurugram,corporate_session,lead,true,true,,,,false,2026-04-21,false
P00256,Nitin,Srivastava,9000005727,nitin.srivastava.893@example.com,Gurugram,web_reveal,lead,false,false,35 to 39,Where to invest,PLAN,false,2026-04-21,false
P00257,Anjali,Khanna,9000033023,anjali.khanna.611@example.com,Mumbai,web_reveal,lead,true,false,30 to 34,Insurance and cover,PLAN,false,2026-04-21,false
P00261,Aparna,Naidu,9000016016,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-04-21,false
P00264,Aman,Srivastava,9000086677,aman.srivastava.681@example.com,Noida,web_reveal,lead,true,true,30 to 34,Paying off loans,PLAN,false,2026-04-21,false
P00266,Aravind,Varma,9000093048,aravind.varma.244@example.com,Chennai,web_reveal,lead,false,false,30 to 34,Saving enough every month,ALPHA,false,2026-04-22,false
P00269,Divakar,Prasad,9000095159,,Hyderabad,community,lead,true,true,,,,true,2026-04-22,false
P00270,Rahul,Sethi,9000007769,,Delhi,corporate_session,lead,false,false,,,,false,2026-04-22,false
P00271,Neha,Saxena,9000019273,neha.saxena.299@example.com,Lucknow,community,lead,true,false,,My children's education,PLAN,true,2026-04-22,false
P00273,Deepa,Subramanian,9000077126,,Hyderabad,corporate_session,lead,true,false,,,,true,2026-04-22,false
P00274,Mihir,Trivedi,9000059255,,Pune,corporate_session,lead,true,false,,,,true,2026-04-23,false
P00276,Sahil,Bansal,9000048533,sahil.bansal.805@example.com,Gurugram,community,lead,true,false,,Paying off loans,PLAN,true,2026-04-23,false
P00282,Kunal,Vora,9000071125,,Pune,organic,lead,true,false,,,,false,2026-04-23,false
P00285,Shreya,Mehra,9000096801,,Delhi,referral,lead,true,false,,,,false,2026-04-23,false
P00286,Rohit,Joshi,9000086281,,Mumbai,community,lead,true,false,,,,true,2026-04-23,false
P00287,Rajiv,Naidu,9000006368,rajiv.naidu.486@example.com,Chennai,web_reveal,lead,true,false,35 to 39,Paying off loans,PLAN,false,2026-04-23,false
P00289,Aravind,Reddy,9000019790,,Bengaluru,community,lead,true,false,,,,true,2026-04-24,false
P00290,Nidhi,Mehta,9000028157,,Mumbai,community,lead,false,false,,,,true,2026-04-24,false
P00296,Sahil,Gupta,9000018969,,Gurugram,organic,lead,false,false,,,,false,2026-04-24,false
P00299,Aniket,Deshmukh,9000072186,,Pune,community,lead,true,false,,,,true,2026-04-24,false
P00307,Vignesh,Hegde,9000073571,vignesh.hegde.236@example.com,Mumbai,community,lead,true,false,,Where to invest,PLAN,true,2026-04-25,false
P00308,Pavithra,Chandran,9000096426,,Hyderabad,community,lead,true,false,,,,true,2026-04-25,false
P00310,Arjun,Singh,9000016770,,Delhi,community,lead,true,false,,,,true,2026-04-25,false
P00311,Ayesha,Chauhan,9000037852,,Delhi,corporate_session,lead,false,false,,,,false,2026-04-25,false
P00312,Jay,Naik,9000036349,,Mumbai,organic,lead,true,false,,,,true,2026-04-25,false
P00313,Rahul,Sharma,9000077969,,Gurugram,corporate_session,lead,true,false,,,,false,2026-04-25,false
P00314,Vishnu,Iyer,9000022038,vishnu.iyer.314@example.com,Bengaluru,web_reveal,lead,true,false,30 to 34,Retiring early,PLAN,false,2026-04-26,false
P00317,Ruchi,Chauhan,9000099176,,Noida,community,lead,true,false,,,,true,2026-04-26,false
P00318,Nishant,Shinde,9000002289,,Mumbai,community,lead,true,false,,,,true,2026-04-26,false
P00320,Sanjana,Sharma,9000068949,,Gurugram,organic,lead,true,false,,,,false,2026-04-26,false
P00321,Sanjana,Pandey,9000011377,,Delhi,community,lead,true,false,,,,true,2026-04-26,false
P00326,Hetal,Thakkar,9000016242,hetal.thakkar.276@example.com,Mumbai,web_reveal,lead,true,false,25 to 29,Saving enough every month,PLAN,true,2026-04-27,false
P00330,Sakshi,Tiwari,9000033736,,Noida,organic,lead,true,false,,,,false,2026-04-27,false
P00335,Madhura,Gokhale,9000005277,,Pune,community,lead,true,false,,,,true,2026-04-28,false
P00337,Zoya,Singh,9000044672,,Noida,organic,lead,true,false,,,,false,2026-04-28,false
P00338,Payal,Chopra,9000028908,,Delhi,referral,lead,true,false,,,,false,2026-04-28,false
P00339,Rutuja,Jadhav,9000083742,rutuja.jadhav.466@example.com,Pune,web_reveal,lead,true,true,30 to 34,Where to invest,PLAN,false,2026-04-28,false
P00340,Rahul,Arora,9000092310,,Delhi,corporate_session,lead,true,true,,,,false,2026-04-28,false
P00341,Urvi,Vora,9000050528,,Mumbai,community,lead,true,false,,,,true,2026-04-28,false
P00343,Karan,Agarwal,9000097718,,Gurugram,corporate_session,lead,true,false,,,,false,2026-04-28,false
P00345,Ishaan,Chopra,9000035479,ishaan.chopra.656@example.com,Hyderabad,web_reveal,lead,true,true,35 to 39,Retiring early,ALPHA,false,2026-04-28,false
P00350,Kavitha,Kumar,9000025442,kavitha.kumar.988@example.com,Chennai,community,lead,true,false,,Where to invest,PLAN,true,2026-04-29,false
P00354,Kunal,Sawant,9000060845,,Gurugram,corporate_session,lead,false,false,,,,true,2026-04-29,false
P00356,Ayesha,Bansal,9000046875,,Gurugram,organic,lead,true,false,,,,false,2026-04-29,false
P00359,Harini,Natarajan,9000010999,harini.natarajan.586@example.com,Coimbatore,web_reveal,lead,true,false,45 and over,Retiring early,PLAN,true,2026-04-30,false
P00364,Gauri,Apte,9000069442,,Mumbai,community,lead,false,false,,,,true,2026-04-30,false
P00366,Varsha,Hegde,9000007149,,Chennai,community,lead,true,false,,,,true,2026-04-30,false
P00367,Nirav,Sawant,9000038638,,Pune,community,lead,true,false,,,,true,2026-04-30,false
P00368,Ishaan,Singh,9000036705,,Gurugram,community,lead,true,false,,,,true,2026-04-30,false
P00369,Tarun,Bhatia,9000045540,tarun.bhatia.499@example.com,Noida,web_reveal,lead,true,false,35 to 39,Paying off loans,PLAN,false,2026-05-01,false
P00372,Aparna,Pai,9000009545,aparna.pai.385@example.com,Chennai,community,lead,true,false,,Paying off loans,PLAN,true,2026-05-01,false
P00375,Nitin,Bedi,9000000851,nitin.bedi.309@example.com,Gurugram,web_reveal,lead,false,false,30 to 34,Insurance and cover,PLAN,true,2026-05-01,false
P00376,Suresh,Rao,9000098621,,Chennai,corporate_session,lead,true,false,,,,false,2026-05-01,false
P00378,Naveen,Iyengar,9000064899,,Bengaluru,community,lead,true,false,,,,true,2026-05-01,false
P00379,Swathi,Natarajan,9000020281,,Bengaluru,community,lead,true,false,,,,true,2026-05-01,false
P00380,Pavithra,Krishnan,9000075522,,Bengaluru,referral,lead,false,false,,,,false,2026-05-01,false
P00382,Rajarshi,Majumdar,9000052430,,Kolkata,community,lead,true,false,,,,true,2026-05-02,false
P00383,Lakshmi,Iyer,9000088772,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-05-02,false
P00384,Akshay,Agarwal,9000051092,,Chennai,community,lead,false,false,,,,true,2026-05-02,false
P00386,Suresh,Kumar,9000079150,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-05-02,false
P00387,Kavitha,Subramanian,9000028779,,Chennai,community,lead,false,false,,,,true,2026-05-02,false
P00388,Deepa,Shetty,9000035645,deepa.shetty.328@example.com,Pune,web_reveal,lead,false,false,25 to 29,Saving enough every month,PLAN,false,2026-05-02,false
P00389,Karthik,Varma,9000092752,karthik.varma.416@example.com,Bengaluru,web_reveal,lead,true,false,30 to 34,Saving enough every month,PLAN,false,2026-05-02,false
P00393,Rohit,Dave,9000020454,rohit.dave.154@example.com,Ahmedabad,web_reveal,lead,true,false,30 to 34,Retiring early,ALPHA,false,2026-05-03,false
P00394,Heena,Bhosale,9000007432,,Mumbai,community,lead,true,false,,,,true,2026-05-03,false
P00396,Mihir,Bhosale,9000011153,,Pune,corporate_session,lead,false,false,,,,false,2026-05-03,false
P00398,Janani,Natarajan,9000033263,,Bengaluru,corporate_session,lead,true,false,,,,true,2026-05-03,false
P00399,Yogesh,Trivedi,9000017030,yogesh.trivedi.431@example.com,Pune,web_reveal,lead,true,false,30 to 34,Retiring early,PLAN,false,2026-05-03,false
P00400,Ananya,Chatterjee,9000032082,,Gurugram,organic,lead,false,false,,,,false,2026-05-03,false
P00401,Vaibhav,Apte,9000012802,,Indore,organic,lead,true,false,,,,false,2026-05-03,false
P00403,Tanushree,Mitra,9000034108,,Chennai,organic,lead,true,false,,,,false,2026-05-03,false
P00405,Hardik,Pawar,9000047359,,Mumbai,corporate_session,lead,true,false,,,,false,2026-05-04,false
P00407,Karthik,Iyer,9000091838,,Bengaluru,organic,lead,true,false,,,,false,2026-05-04,false
P00408,Bhavin,Jain,9000015329,,Mumbai,referral,lead,false,false,,,,false,2026-05-04,false
P00410,Ayesha,Mishra,9000091306,,Gurugram,corporate_session,lead,true,false,,,,false,2026-05-04,false
P00411,Sai,Shetty,9000071803,sai.shetty.418@example.com,Bengaluru,web_reveal,lead,true,false,35 to 39,Insurance and cover,ALPHA,false,2026-05-04,false
P00416,Hetal,Joshi,9000012212,,Pune,community,lead,true,false,,,,true,2026-05-04,false
P00417,Kavitha,Iyer,9000000951,,Chennai,community,lead,true,true,,,,true,2026-05-04,false
P00418,Vishnu,Pillai,9000026686,,Bengaluru,community,lead,true,false,,,,true,2026-05-04,false
P00420,Rohan,Mehra,9000068169,rohan.mehra.685@example.com,Kolkata,web_reveal,lead,false,true,25 to 29,Saving enough every month,ALPHA,true,2026-05-05,false
P00421,Varsha,Rajan,9000063969,,Bengaluru,corporate_session,lead,true,false,,,,false,2026-05-05,false
P00422,Pavithra,Rajan,9000097211,,Hyderabad,corporate_session,lead,false,false,,,,false,2026-05-05,false
P00423,Rohan,Arora,9000065060,,Noida,referral,lead,true,false,,,,true,2026-05-05,false
P00424,Sneha,Gokhale,9000070172,sneha.gokhale.692@example.com,Mumbai,community,lead,true,false,,My children's education,PLAN,true,2026-05-05,false
P00425,Venkat,Rajan,9000036175,,Hyderabad,community,lead,true,false,,,,true,2026-05-06,false
P00436,Lakshmi,Kumar,9000043667,lakshmi.kumar.206@example.com,Hyderabad,web_reveal,lead,true,false,40 to 44,Insurance and cover,ALPHA,false,2026-05-07,false
P00437,Parth,Pawar,9000061274,,Mumbai,referral,lead,true,false,,,,false,2026-05-07,false
P00439,Meenakshi,Rao,9000024123,meenakshi.rao.688@example.com,Chennai,community,lead,true,false,,Paying off loans,PLAN,true,2026-05-07,false
P00440,Vishnu,Srinivasan,9000022033,,Chennai,corporate_session,lead,true,false,,,,false,2026-05-07,false
P00442,Aman,Sharma,9000093828,,Delhi,organic,lead,false,false,,,,false,2026-05-08,false
P00443,Pooja,Saxena,9000048863,pooja.saxena.445@example.com,Gurugram,community,lead,false,false,,Where to invest,PLAN,true,2026-05-08,false
P00444,Simran,Bhatia,9000062582,,Chandigarh,community,lead,true,false,,,,true,2026-05-08,false
P00445,Prachi,Vora,9000045278,prachi.vora.495@example.com,Pune,web_reveal,lead,false,false,30 to 34,Retiring early,PLAN,false,2026-05-08,false
P00450,Prasanna,Menon,9000091890,,Bengaluru,community,lead,true,false,,,,true,2026-05-08,false
P00455,Kavitha,Naidu,9000000426,,Hyderabad,community,lead,true,false,,,,true,2026-05-08,false
P00456,Mihir,Sawant,9000074564,,Nagpur,organic,lead,false,true,,,,true,2026-05-08,false
P00460,Shalini,Rao,9000047714,,Hyderabad,organic,lead,true,false,,,,false,2026-05-09,false
P00461,Vidya,Natarajan,9000082472,,Chennai,organic,lead,true,false,,,,false,2026-05-09,false
P00464,Simran,Gupta,9000090348,simran.gupta.765@example.com,Lucknow,community,lead,true,false,,Paying off loans,ALPHA,true,2026-05-09,false
P00465,Gurpreet,Agarwal,9000013407,,Delhi,community,lead,true,false,,,,true,2026-05-09,false
P00468,Kunal,Thakkar,9000037069,,Mumbai,organic,lead,false,false,,,,false,2026-05-09,false
P00469,Suresh,Raman,9000029462,suresh.raman.276@example.com,Bengaluru,community,lead,true,true,,Paying off loans,PLAN,true,2026-05-09,false
P00471,Nishant,Shinde,9000049823,,Ahmedabad,corporate_session,lead,true,false,,,,false,2026-05-09,false
P00472,Varun,Mehra,9000091970,,Noida,corporate_session,lead,true,false,,,,false,2026-05-09,false
P00482,Lakshmi,Srinivasan,9000049969,,Mumbai,corporate_session,lead,true,false,,,,false,2026-05-10,false
P00483,Varsha,Natarajan,9000053226,,Hyderabad,community,lead,true,false,,,,true,2026-05-10,false
P00484,Sayan,Das,9000066087,sayan.das.362@example.com,Ahmedabad,community,lead,true,false,,Insurance and cover,PLAN,true,2026-05-10,false
P00488,Vikram,Kohli,9000014558,,Delhi,referral,lead,true,false,,,,false,2026-05-11,false
P00489,Harpreet,Chopra,9000030013,,Gurugram,community,lead,true,false,,,,true,2026-05-11,false
P00490,Rajiv,Natarajan,9000032270,rajiv.natarajan.343@example.com,Hyderabad,web_reveal,lead,true,false,35 to 39,Where to invest,PLAN,false,2026-05-11,false
P00492,Naina,Rathore,9000036547,naina.rathore.464@example.com,Gurugram,community,lead,true,false,,Retiring early,PLAN,true,2026-05-11,false
P00494,Neha,Malhotra,9000049696,,Noida,community,lead,true,false,,,,true,2026-05-11,false
P00495,Harpreet,Srivastava,9000006817,harpreet.srivastava.266@example.com,Delhi,community,lead,true,false,,Insurance and cover,PLAN,true,2026-05-11,false
P00496,Aparna,Pai,9000017348,,Bengaluru,organic,lead,true,false,,,,false,2026-05-12,false
P00497,Yogesh,Bhosale,9000037244,,Pune,referral,lead,false,false,,,,false,2026-05-12,false
P00498,Hardik,Joshi,9000042388,hardik.joshi.313@example.com,Pune,community,lead,true,false,,Retiring early,ALPHA,true,2026-05-12,false
P00499,Kavya,Malhotra,9000067089,,Chennai,organic,lead,true,false,,,,false,2026-05-12,false
P00502,Aniket,Desai,9000083615,aniket.desai.582@example.com,Pune,community,lead,true,true,,My children's education,PLAN,true,2026-05-12,false
P00503,Sowmya,Gowda,9000042851,,Hyderabad,corporate_session,lead,false,false,,,,false,2026-05-12,false
