Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
kunal.chitale.598@example.com,9000033330,Kunal,S0w,,false
kunal.kamat.184@example.com,9000011550,Kunal,S0w,,true
kunal.shah.268@example.com,9000041477,Kunal,S0w,,true
kunal.trivedi.490@example.com,9000047735,Kunal,S0w,,false
lakshmi.hegde.519@example.com,9000074113,Lakshmi,S0w,,false
lakshmi.kumar.206@example.com,9000043667,Lakshmi,S0w,,true
lakshmi.prasad.234@example.com,9000050572,Lakshmi,S0w,,false
lakshmi.srinivasan.783@example.com,9000004864,Lakshmi,S0w,,true
lakshmi.subramanian.126@example.com,9000052577,Lakshmi,S0w,,true
madhav.chandran.454@example.com,9000045845,Madhav,S0w,,true
madhav.chandran.843@example.com,9000012278,Madhav,S0w,,true
madhav.murthy.745@example.com,9000067584,Madhav,S0w,,true
madhav.pillai.339@example.com,9000070149,Madhav,S0w,,true
madhav.rajan.756@example.com,9000065761,Madhav,S0w,,false
madhav.shetty.853@example.com,9000079606,Madhav,S0w,,true
madhura.jain.184@example.com,9000061372,Madhura,S0w,,true
madhura.thakkar.354@example.com,9000005203,Madhura,S0w,,true
manish.chauhan.222@example.com,9000048927,Manish,S0w,,true
manish.mishra.397@example.com,9000070839,Manish,S0w,,true
mansi.patil.206@example.com,9000093221,Mansi,S0w,,false
mansi.vora.606@example.com,9000034669,Mansi,S0w,,false
meenakshi.natarajan.518@example.com,9000082411,Meenakshi,S0w,,true
meera.pandey.953@example.com,9000083506,Meera,S0w,,true
meera.sharma.444@example.com,9000037981,Meera,S0w,,false
mihir.dave.339@example.com,9000011645,Mihir,S0w,,false
mihir.naik.580@example.com,9000089705,Mihir,S0w,,false
mihir.sawant.225@example.com,9000064411,Mihir,S0w,,true
mohit.bansal.448@example.com,9000059464,Mohit,S0w,,true
naina.chauhan.970@example.com,9000053041,Naina,S0w,,true
naina.chopra.141@example.com,9000081317,Naina,S0w,,true
naina.tiwari.692@example.com,9000098787,Naina,S0w,,false
nandini.krishnan.206@example.com,9000059248,Nandini,S0w,,false
nandini.rajan.327@example.com,9000051425,Nandini,S0w,,true
naveen.nair.491@example.com,9000079524,Naveen,S0w,,true
naveen.rajan.328@example.com,9000049419,Naveen,S0w,,true
naveen.rao.440@example.com,9000052470,Naveen,S0w,,true
naveen.subramanian.608@example.com,9000073840,Naveen,S0w,,true
nidhi.shinde.257@example.com,9000097591,Nidhi,S0w,,true
nidhi.trivedi.727@example.com,9000099453,Nidhi,S0w,,true
nishant.dave.542@example.com,9000060876,Nishant,S0w,,false
nishant.naik.527@example.com,9000062432,Nishant,S0w,,true
nithya.hegde.801@example.com,9000049972,Nithya,S0w,,true
nithya.reddy.821@example.com,9000022633,Nithya,S0w,,true
nitin.bedi.309@example.com,9000000851,Nitin,S0w,,false
nitin.srivastava.893@example.com,9000005727,Nitin,S0w,,false
nitin.verma.673@example.com,9000013010,Nitin,S0w,,true
omkar.bhosale.933@example.com,9000048986,Omkar,S0w,,false
parth.bhosale.156@example.com,9000034300,Parth,S0w,,false
pavithra.balakrishnan.931@example.com,9000073512,Pavithra,S0w,,true
pavithra.chandran.263@example.com,9000021550,Pavithra,S0w,,true
pavithra.nair.415@example.com,9000080024,Pavithra,S0w,,true
payal.agarwal.711@example.com,9000076281,Payal,S0w,,true
payal.bansal.319@example.com,9000025310,Payal,S0w,,true
payel.bose.766@example.com,9000069413,Payel,S0w,,true
payel.mohanty.629@example.com,9000038847,Payel,S0w,,true
pooja.sethi.174@example.com,9000066137,Pooja,S0w,,true
pooja.tandon.597@example.com,9000065096,Pooja,S0w,,true
poulami.bose.634@example.com,9000041920,Poulami,S0w,,true
poulami.dutta.463@example.com,9000074850,Poulami,S0w,,true
prachi.chitale.664@example.com,9000053660,Prachi,S0w,,true
prachi.vora.495@example.com,9000045278,Prachi,S0w,,false
pradeep.murthy.452@example.com,9000052521,Pradeep,S0w,,true
pradeep.murthy.947@example.com,9000010902,Pradeep,S0w,,true
pradeep.srinivasan.198@example.com,9000022839,Pradeep,S0w,,true
pranali.bhosale.327@example.com,9000090209,Pranali,S0w,,true
prasanna.pai.498@example.com,9000006284,Prasanna,S0w,,true
prasanna.prasad.652@example.com,9000064214,Prasanna,S0w,,true
priya.bansal.679@example.com,9000018387,Priya,S0w,,true
priya.tiwari.324@example.com,9000040732,Priya,S0w,,true
priyanka.banerjee.991@example.com,9000060280,Priyanka,S0w,,false
rajiv.naidu.486@example.com,9000006368,Rajiv,S0w,,true
rajiv.natarajan.343@example.com,9000032270,Rajiv,S0w,,true
revathi.iyer.619@example.com,9000009800,Revathi,S0w,,true
revathi.nair.338@example.com,9000062634,Revathi,S0w,,false
riddhi.deshmukh.556@example.com,9000026942,Riddhi,S0w,,true
riddhi.sawant.578@example.com,9000008649,Riddhi,S0w,,true
rituparna.pradhan.209@example.com,9000010994,Rituparna,S0w,,true
rohan.bedi.955@example.com,9000084786,Rohan,S0w,,true
rohan.bhatia.887@example.com,9000075629,Rohan,S0w,,true
rohan.mehra.685@example.com,9000068169,Rohan,S0w,,false
rohan.srivastava.210@example.com,9000024367,Rohan,S0w,,true
rohit.dave.154@example.com,9000020454,Rohit,S0w,,true
rutuja.dave.772@example.com,9000042183,Rutuja,S0w,,true
rutuja.jadhav.466@example.com,9000083742,Rutuja,S0w,,true
rutuja.pandya.545@example.com,9000009864,Rutuja,S0w,,true
sagar.sawant.363@example.com,9000065489,Sagar,S0w,,false
sahil.chauhan.118@example.com,9000026435,Sahil,S0w,,true
sahil.gill.845@example.com,9000056970,Sahil,S0w,,true
sahil.mishra.685@example.com,9000011523,Sahil,S0w,,true
sai.reddy.249@example.com,9000070481,Sai,S0w,,true
sai.shetty.418@example.com,9000071803,Sai,S0w,,true
sakshi.chopra.385@example.com,9000087196,Sakshi,S0w,,true
saloni.jain.446@example.com,9000081963,Saloni,S0w,,true
saloni.kulkarni.392@example.com,9000058396,Saloni,S0w,,true
sameer.pandya.771@example.com,9000025931,Sameer,S0w,,false
sandeep.balakrishnan.229@example.com,9000080542,Sandeep,S0w,,false
sandeep.balakrishnan.447@example.com,9000048532,Sandeep,S0w,,false
sandeep.reddy.355@example.com,9000091217,Sandeep,S0w,,true
sandeep.reddy.945@example.com,9000025087,Sandeep,S0w,,true
sanjana.chopra.404@example.com,9000091269,Sanjana,S0w,,true
shalini.nair.411@example.com,9000029653,Shalini,S0w,,true
shalini.shetty.297@example.com,9000030829,Shalini,S0w,,true
siddharth.shah.245@example.com,9000035306,Siddharth,S0w,,true
siddharth.trivedi.345@example.com,9000097259,Siddharth,S0w,,true
simran.khanna.564@example.com,9000083027,Simran,S0w,,false
sneha.deshmukh.552@example.com,9000010108,Sneha,S0w,,true
sneha.pawar.199@example.com,9000018596,Sneha,S0w,,true
soumya.chakraborty.568@example.com,9000093698,Soumya,S0w,,true
soumya.nayak.152@example.com,9000074269,Soumya,S0w,,false
sourav.sahoo.435@example.com,9000005716,Sourav,S0w,,true
srinivas.hegde.288@example.com,9000099277,Srinivas,S0w,,false
srinivas.rao.892@example.com,9000039191,Srinivas,S0w,,true
srinivas.srinivasan.427@example.com,9000053708,Srinivas,S0w,,true
suresh.nair.513@example.com,9000048750,Suresh,S0w,,true
suresh.varma.274@example.com,9000051994,Suresh,S0w,,true
swathi.balakrishnan.565@example.com,9000086286,Swathi,S0w,,true
swathi.nair.319@example.com,9000068179,Swathi,S0w,,false
tanmoy.mukherjee.344@example.com,9000028747,Tanmoy,S0w,,true
tarun.bhatia.499@example.com,9000045540,Tarun,S0w,,true
tejas.shinde.165@example.com,9000096450,Tejas,S0w,,true
urvi.dave.387@example.com,9000065397,Urvi,S0w,,true
vaibhav.desai.647@example.com,9000001875,Vaibhav,S0w,,false
vaibhav.jain.511@example.com,9000063682,Vaibhav,S0w,,true
vaibhav.pandya.583@example.com,9000055760,Vaibhav,S0w,,true
varsha.varma.189@example.com,9000061947,Varsha,S0w,,false
varun.gupta.581@example.com,9000034075,Varun,S0w,,true
venkat.iyengar.734@example.com,9000039655,Venkat,S0w,,false
venkat.menon.401@example.com,9000030778,Venkat,S0w,,true
vidya.kamath.234@example.com,9000009870,Vidya,S0w,,true
vidya.pillai.200@example.com,9000079939,Vidya,S0w,,true
vidya.prasad.441@example.com,9000096569,Vidya,S0w,,true
vidya.rao.334@example.com,9000080925,Vidya,S0w,,false
vignesh.balakrishnan.294@example.com,9000060144,Vignesh,S0w,,true
vignesh.pai.546@example.com,9000047898,Vignesh,S0w,,false
vikram.khanna.278@example.com,9000086410,Vikram,S0w,,true
vikram.mehra.730@example.com,9000044028,Vikram,S0w,,true
vishnu.iyer.314@example.com,9000022038,Vishnu,S0w,,true
vishnu.rao.295@example.com,9000086080,Vishnu,S0w,,true
vishnu.varma.271@example.com,9000011619,Vishnu,S0w,,false
yogesh.shinde.335@example.com,9000031480,Yogesh,S0w,,true
yogesh.trivedi.212@example.com,9000042914,Yogesh,S0w,,true
yogesh.trivedi.431@example.com,9000017030,Yogesh,S0w,,true
