Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
heena.pawar.537@example.com,9000089884,Heena,S2,free,false
heena.trivedi.442@example.com,9000028868,Heena,S2,free,true
kunal.deshmukh.547@example.com,9000046631,Kunal,S2,free,true
mansi.vora.522@example.com,9000017199,Mansi,S2,free,true
meera.srivastava.505@example.com,9000068173,Meera,S2,free,true
moumita.nayak.564@example.com,9000005665,Moumita,S2,free,false
naveen.naidu.580@example.com,9000055626,Naveen,S2,free,true
naveen.varma.488@example.com,9000045017,Naveen,S2,free,true
neha.bedi.534@example.com,9000041761,Neha,S2,free,true
nidhi.kamat.548@example.com,9000029479,Nidhi,S2,free,true
rajiv.murthy.492@example.com,9000076502,Rajiv,S2,free,true
riddhi.jadhav.514@example.com,9000058857,Riddhi,S2,free,true
ritika.kapoor.453@example.com,9000099428,Ritika,S2,free,true
sagar.kulkarni.539@example.com,9000053485,Sagar,S2,free,true
shruti.vora.556@example.com,9000056428,Shruti,S2,free,true
siddharth.chitale.504@example.com,9000040482,Siddharth,S2,free,true
simran.bansal.461@example.com,9000065760,Simran,S2,free,false
suresh.kumar.494@example.com,9000003755,Suresh,S2,free,true
tanvi.mishra.545@example.com,9000027539,Tanvi,S2,free,true
tejas.pandya.550@example.com,9000020586,Tejas,S2,free,true
tejas.trivedi.524@example.com,9000052713,Tejas,S2,free,true
urvi.patil.521@example.com,9000011063,Urvi,S2,free,true
vignesh.prasad.551@example.com,9000070576,Vignesh,S2,free,true
vikram.kapoor.487@example.com,9000069650,Vikram,S2,free,true
vishnu.shetty.532@example.com,9000026980,Vishnu,S2,free,true
