Timestamp,Email,Top Money Concern,Keyword,Source,Community Joined,Resource Sent
2026-08-08T22:35:49+05:30,aniket.dave.990@example.com,Where to invest,ALPHA,community,true,Reveal walkthrough video
2026-05-12T17:28:37+05:30,aniket.desai.582@example.com,My children's education,PLAN,community,true,none
2026-04-14T17:10:32+05:30,aniket.joshi.171@example.com,Saving enough every month,PLAN,community,true,none
2026-06-10T02:41:54+05:30,aniket.kamat.366@example.com,Where to invest,PLAN,web_reveal,false,Money checklist PDF
2026-08-28T23:41:17+05:30,aniket.kulkarni.325@example.com,Where to invest,PLAN,web_reveal,false,none
2026-09-12T14:13:02+05:30,aniket.patil.344@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-04-08T20:08:51+05:30,aniket.patil.361@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-07-20T10:25:40+05:30,anirban.majumdar.595@example.com,Paying off loans,ALPHA,community,true,Money checklist PDF
2026-04-21T13:42:10+05:30,anjali.khanna.611@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-07-24T22:16:48+05:30,anjali.mishra.932@example.com,Insurance and cover,ALPHA,web_reveal,false,none
2026-09-18T20:40:57+05:30,anjali.sharma.599@example.com,Where to invest,PLAN,web_reveal,false,Money checklist PDF
2026-08-10T13:21:47+05:30,anjali.singh.257@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-01T12:24:06+05:30,ankit.bedi.233@example.com,Where to invest,PLAN,community,true,Money checklist PDF
2026-06-26T09:38:05+05:30,ankit.bhatia.261@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-07-28T17:54:28+05:30,ankit.gupta.110@example.com,Saving enough every month,PLAN,web_reveal,false,Money checklist PDF
2026-05-27T13:37:51+05:30,ankit.gupta.217@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-05-20T21:28:00+05:30,ankit.singh.143@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-09T18:38:52+05:30,ankit.singh.264@example.com,My children's education,ALPHA,community,true,Money checklist PDF
2026-09-14T08:49:00+05:30,aparna.krishnan.196@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-05-01T11:28:28+05:30,aparna.pai.385@example.com,Paying off loans,PLAN,community,true,Money checklist PDF
2026-06-01T12:08:38+05:30,aravind.chandran.844@example.com,Insurance and cover,PLAN,community,true,Money checklist PDF
2026-09-13T22:37:20+05:30,aravind.hegde.296@example.com,Retiring early,PLAN,community,true,none
2026-06-15T14:27:02+05:30,aravind.iyer.725@example.com,Saving enough every month,ALPHA,web_reveal,false,Reveal walkthrough video
2026-06-07T18:22:14+05:30,aravind.menon.458@example.com,Saving enough every month,ALPHA,web_reveal,false,Money checklist PDF
2026-06-14T19:35:31+05:30,aravind.shetty.357@example.com,Insurance and cover,ALPHA,community,true,Reveal walkthrough video
2026-06-06T22:21:38+05:30,aravind.shetty.829@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-05-15T12:42:29+05:30,aravind.subramanian.709@example.com,Saving enough every month,ALPHA,community,true,none
2026-04-22T11:49:51+05:30,aravind.varma.244@example.com,Saving enough every month,ALPHA,web_reveal,false,none
2026-04-08T18:05:44+05:30,aravind.varma.478@example.com,Retiring early,PLAN,community,true,none
2026-07-28T22:48:06+05:30,arjun.bansal.593@example.com,Retiring early,ALPHA,web_reveal,false,none
2026-06-17T16:24:18+05:30,arjun.chauhan.731@example.com,Paying off loans,PLAN,web_reveal,false,Money checklist PDF
2026-09-02T11:27:15+05:30,arjun.kohli.645@example.com,Saving enough every month,PLAN,community,true,none
2026-05-26T19:00:40+05:30,arjun.malhotra.353@example.com,Retiring early,ALPHA,web_reveal,false,Money checklist PDF
2026-06-05T12:25:58+05:30,arjun.rathore.455@example.com,Where to invest,PLAN,web_reveal,false,none
2026-07-11T10:46:52+05:30,arjun.saxena.533@example.com,My children's education,ALPHA,community,true,Reveal walkthrough video
2026-06-22T07:47:46+05:30,arjun.sethi.672@example.com,Retiring early,ALPHA,web_reveal,false,none
2026-08-09T21:00:27+05:30,arjun.singh.487@example.com,Where to invest,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-22T11:59:36+05:30,arjun.srivastava.584@example.com,Retiring early,PLAN,community,true,none
2026-04-20T12:21:55+05:30,arnab.chatterjee.650@example.com,Insurance and cover,PLAN,community,true,Money checklist PDF
2026-08-11T17:35:21+05:30,arnab.patnaik.560@example.com,Where to invest,ALPHA,community,true,none
2026-06-15T08:25:32+05:30,arnab.sahoo.427@example.com,Paying off loans,PLAN,web_reveal,true,Reveal walkthrough video
2026-04-17T09:05:35+05:30,arpita.dutta.310@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-07-24T17:48:23+05:30,arun.hegde.604@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-07-18T21:26:15+05:30,arun.pai.912@example.com,Where to invest,ALPHA,community,true,none
2026-08-10T09:49:13+05:30,arun.prasad.839@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-26T12:04:52+05:30,arun.rajan.657@example.com,Retiring early,ALPHA,community,true,none
2026-09-11T15:49:41+05:30,ayesha.agarwal.240@example.com,Retiring early,ALPHA,community,true,Reveal walkthrough video
2026-05-27T14:51:43+05:30,ayesha.bedi.394@example.com,My children's education,ALPHA,web_reveal,false,Money checklist PDF
2026-08-01T09:30:16+05:30,ayesha.chauhan.518@example.com,Where to invest,ALPHA,community,true,none
2026-07-04T12:11:03+05:30,ayesha.chopra.491@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-08-31T20:25:51+05:30,ayesha.gupta.426@example.com,My children's education,ALPHA,web_reveal,true,Money checklist PDF
2026-06-05T20:46:03+05:30,ayesha.khanna.960@example.com,Retiring early,PLAN,community,true,Money checklist PDF
2026-06-22T09:28:24+05:30,ayesha.malhotra.852@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-06-30T11:17:16+05:30,ayesha.mishra.831@example.com,Paying off loans,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-11T21:22:28+05:30,ayesha.sethi.315@example.com,Where to invest,PLAN,web_reveal,false,none
2026-07-14T16:38:33+05:30,ayesha.srivastava.543@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-06-19T15:59:29+05:30,bhavana.gowda.133@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-07-24T21:58:00+05:30,bhavana.iyengar.128@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-14T13:47:45+05:30,bhavana.iyengar.646@example.com,My children's education,PLAN,web_reveal,false,none
2026-08-13T16:46:08+05:30,bhavana.menon.158@example.com,Paying off loans,ALPHA,web_reveal,false,Money checklist PDF
2026-07-01T21:42:40+05:30,bhavana.naidu.971@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-09-07T13:30:35+05:30,bhavana.pillai.543@example.com,Where to invest,ALPHA,web_reveal,true,Money checklist PDF
2026-08-21T17:01:11+05:30,bhavana.reddy.354@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-09-17T12:49:55+05:30,bhavana.subramanian.700@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-06-27T12:31:16+05:30,bhavin.jain.525@example.com,Where to invest,PLAN,community,true,none
2026-09-11T07:48:04+05:30,bhavin.kulkarni.120@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-07-10T20:16:25+05:30,bhavin.pawar.522@example.com,Saving enough every month,PLAN,web_reveal,true,none
2026-08-29T13:54:28+05:30,bhavin.sawant.669@example.com,Paying off loans,PLAN,community,true,Money checklist PDF
2026-08-18T21:46:49+05:30,bhavin.thakkar.122@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-09-10T14:59:56+05:30,biswajit.banerjee.281@example.com,My children's education,ALPHA,web_reveal,false,Reveal walkthrough video
2026-09-01T19:40:04+05:30,biswajit.sahoo.523@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-06-29T09:52:01+05:30,chaitanya.iyengar.438@example.com,Saving enough every month,PLAN,community,true,Reveal walkthrough video
2026-08-12T22:06:36+05:30,chaitanya.krishnan.951@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-07-19T18:04:23+05:30,chaitanya.kumar.313@example.com,Where to invest,ALPHA,community,true,none
2026-08-05T13:34:17+05:30,chaitanya.menon.649@example.com,Where to invest,ALPHA,web_reveal,false,none
2026-08-07T08:22:51+05:30,chaitanya.murthy.409@example.com,Retiring early,ALPHA,community,true,Money checklist PDF
2026-06-29T17:17:11+05:30,chaitanya.varma.291@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-05-28T17:52:14+05:30,chinmay.dave.149@example.com,Where to invest,ALPHA,community,true,none
2026-05-17T11:09:07+05:30,chinmay.jadhav.609@example.com,Retiring early,ALPHA,web_reveal,true,Reveal walkthrough video
2026-08-22T18:11:35+05:30,chinmay.naik.237@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-07-28T14:21:42+05:30,chinmay.pandya.302@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-07-02T20:39:46+05:30,chinmay.pandya.962@example.com,Retiring early,ALPHA,community,true,Reveal walkthrough video
2026-07-25T23:48:25+05:30,chinmay.thakkar.199@example.com,Saving enough every month,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-11T01:50:55+05:30,chinmay.trivedi.370@example.com,Where to invest,PLAN,community,true,none
2026-04-14T14:01:23+05:30,chinmay.vora.183@example.com,Saving enough every month,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-02T09:54:49+05:30,debasish.majumdar.282@example.com,Retiring early,PLAN,web_reveal,true,Reveal walkthrough video
2026-05-04T07:14:46+05:30,debasish.pradhan.132@example.com,Paying off loans,PLAN,community,true,none
2026-08-06T19:02:57+05:30,deepa.hegde.949@example.com,Saving enough every month,PLAN,web_reveal,false,none
2026-08-21T21:50:17+05:30,deepa.iyer.715@example.com,Saving enough every month,ALPHA,web_reveal,false,Money checklist PDF
2026-06-09T08:19:43+05:30,deepa.krishnan.316@example.com,Retiring early,ALPHA,community,true,Money checklist PDF
2026-07-23T20:08:55+05:30,deepa.murthy.733@example.com,Where to invest,PLAN,community,true,none
2026-06-06T14:58:08+05:30,deepa.naidu.631@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-04-23T10:24:09+05:30,deepa.pillai.152@example.com,Retiring early,ALPHA,web_reveal,false,Reveal walkthrough video
2026-06-29T18:41:23+05:30,deepa.reddy.273@example.com,My children's education,ALPHA,community,true,Money checklist PDF
2026-08-03T20:17:01+05:30,deepa.reddy.541@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-05-02T20:30:50+05:30,deepa.shetty.328@example.com,Saving enough every month,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-19T20:05:14+05:30,deepa.srinivasan.935@example.com,Insurance and cover,PLAN,web_reveal,true,none
2026-07-21T13:41:44+05:30,deepa.varma.629@example.com,Retiring early,PLAN,web_reveal,false,none
2026-06-30T18:36:49+05:30,deepak.agarwal.477@example.com,Paying off loans,ALPHA,community,true,Reveal walkthrough video
2026-06-21T14:48:06+05:30,deepak.chopra.110@example.com,Paying off loans,ALPHA,community,true,none
2026-06-20T15:31:42+05:30,deepak.kohli.738@example.com,Saving enough every month,PLAN,community,true,Reveal walkthrough video
2026-08-05T21:14:35+05:30,deepak.sharma.903@example.com,Insurance and cover,PLAN,web_reveal,false,none
2026-09-06T19:28:34+05:30,deepak.sharma.911@example.com,Paying off loans,PLAN,community,true,Money checklist PDF
2026-05-31T21:24:26+05:30,devika.chitale.714@example.com,Saving enough every month,ALPHA,community,true,Money checklist PDF
2026-09-08T20:05:56+05:30,devika.jain.258@example.com,My children's education,ALPHA,community,true,none
2026-08-11T11:52:32+05:30,devika.kulkarni.282@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-05-26T07:51:48+05:30,devika.thakkar.993@example.com,Insurance and cover,ALPHA,web_reveal,false,none
2026-07-27T09:26:54+05:30,devika.vora.944@example.com,Paying off loans,PLAN,community,true,none
2026-09-09T18:23:45+05:30,dhruv.jadhav.749@example.com,Retiring early,PLAN,web_reveal,false,Money checklist PDF
2026-04-16T19:32:43+05:30,dhruv.jain.601@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-07-24T21:18:13+05:30,dhruv.joshi.293@example.com,Paying off loans,ALPHA,web_reveal,false,Money checklist PDF
2026-06-14T12:09:25+05:30,dhruv.trivedi.464@example.com,Retiring early,PLAN,web_reveal,false,Money checklist PDF
2026-04-04T07:25:04+05:30,dhruv.trivedi.808@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-07-31T12:31:16+05:30,divakar.balakrishnan.996@example.com,My children's education,PLAN,web_reveal,false,none
2026-07-29T18:45:49+05:30,divakar.gowda.983@example.com,Saving enough every month,ALPHA,web_reveal,false,Money checklist PDF
2026-07-06T20:35:50+05:30,divakar.krishnan.815@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-06-12T14:18:43+05:30,divakar.kumar.224@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-06-21T07:50:49+05:30,divakar.kumar.531@example.com,Paying off loans,ALPHA,web_reveal,true,Reveal walkthrough video
2026-06-29T23:15:37+05:30,divakar.subramanian.253@example.com,Paying off loans,ALPHA,community,true,Reveal walkthrough video
2026-06-03T20:07:12+05:30,divya.arora.129@example.com,Where to invest,ALPHA,web_reveal,false,none
2026-09-09T00:56:26+05:30,divya.bansal.307@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-04T19:55:02+05:30,divya.bedi.172@example.com,Paying off loans,ALPHA,community,true,Reveal walkthrough video
2026-07-26T18:20:30+05:30,divya.gupta.259@example.com,Insurance and cover,PLAN,community,true,Money checklist PDF
2026-07-19T20:20:58+05:30,divya.gupta.860@example.com,Where to invest,PLAN,web_reveal,false,Money checklist PDF
2026-08-05T15:07:35+05:30,divya.srivastava.556@example.com,Where to invest,PLAN,web_reveal,true,Reveal walkthrough video
2026-07-07T14:22:20+05:30,foram.dave.135@example.com,Paying off loans,PLAN,community,true,Money checklist PDF
2026-06-02T17:44:13+05:30,foram.gokhale.537@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-07-23T22:41:29+05:30,foram.kamat.434@example.com,Retiring early,ALPHA,community,true,Reveal walkthrough video
2026-06-02T13:14:44+05:30,foram.shah.384@example.com,Saving enough every month,PLAN,community,true,Money checklist PDF
2026-05-28T12:50:15+05:30,foram.thakkar.660@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-05-26T19:22:55+05:30,ganesh.chandran.967@example.com,My children's education,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-13T17:51:59+05:30,ganesh.iyer.689@example.com,Retiring early,ALPHA,web_reveal,false,Money checklist PDF
2026-08-17T19:56:08+05:30,ganesh.kamath.929@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-08-11T17:44:43+05:30,ganesh.pai.175@example.com,Retiring early,PLAN,web_reveal,false,none
2026-07-10T20:09:25+05:30,ganesh.prasad.483@example.com,Insurance and cover,ALPHA,web_reveal,false,Money checklist PDF
2026-06-10T23:39:05+05:30,ganesh.raman.982@example.com,Insurance and cover,PLAN,web_reveal,false,Reveal walkthrough video
2026-05-29T10:54:40+05:30,gauri.desai.419@example.com,Paying off loans,ALPHA,web_reveal,false,Reveal walkthrough video
2026-06-17T20:54:30+05:30,gauri.gokhale.142@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-06-18T17:58:49+05:30,gauri.kulkarni.260@example.com,Retiring early,ALPHA,web_reveal,false,none
2026-09-15T20:07:39+05:30,gayathri.balakrishnan.363@example.com,Paying off loans,ALPHA,community,true,Money checklist PDF
2026-06-12T20:50:30+05:30,gayathri.balakrishnan.611@example.com,Paying off loans,PLAN,community,true,Reveal walkthrough video
2026-07-02T10:32:29+05:30,gayathri.balakrishnan.668@example.com,Retiring early,PLAN,web_reveal,false,Reveal walkthrough video
2026-06-27T22:22:29+05:30,gayathri.gowda.862@example.com,My children's education,ALPHA,web_reveal,false,Reveal walkthrough video
2026-07-29T10:22:44+05:30,gayathri.hegde.770@example.com,Where to invest,ALPHA,web_reveal,false,Reveal walkthrough video
2026-03-30T15:37:03+05:30,gayathri.iyengar.170@example.com,Where to invest,ALPHA,web_reveal,false,Money checklist PDF
2026-08-09T18:56:20+05:30,gayathri.iyengar.478@example.com,My children's education,ALPHA,community,true,none
2026-09-03T09:46:10+05:30,gayathri.naidu.203@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-05-23T22:47:57+05:30,gayathri.naidu.674@example.com,My children's education,ALPHA,web_reveal,false,Reveal walkthrough video
2026-05-29T17:01:00+05:30,gayathri.nair.399@example.com,Paying off loans,ALPHA,community,true,none
2026-06-16T12:08:06+05:30,gayathri.raman.998@example.com,Where to invest,PLAN,community,true,Money checklist PDF
2026-09-12T09:44:42+05:30,gayathri.rao.277@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-07-27T23:36:16+05:30,gayathri.srinivasan.823@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-08-22T13:14:00+05:30,gurpreet.arora.419@example.com,Saving enough every month,PLAN,web_reveal,false,none
2026-08-07T20:52:02+05:30,gurpreet.bhatia.760@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-05-21T11:35:03+05:30,gurpreet.chauhan.265@example.com,Retiring early,ALPHA,community,true,Money checklist PDF
2026-07-04T20:38:36+05:30,gurpreet.gill.504@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-06-19T18:18:20+05:30,gurpreet.khanna.561@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2026-05-12T22:16:20+05:30,gurpreet.khanna.595@example.com,Where to invest,PLAN,community,true,none
2026-05-10T11:25:58+05:30,hardik.chitale.456@example.com,Paying off loans,PLAN,web_reveal,false,none
2026-06-25T21:00:54+05:30,hardik.desai.820@example.com,Paying off loans,PLAN,community,true,Money checklist PDF
2026-08-08T15:07:19+05:30,hardik.jain.940@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-05-12T12:33:32+05:30,hardik.joshi.313@example.com,Retiring early,ALPHA,community,true,none
2026-05-09T22:34:40+05:30,hardik.joshi.727@example.com,Saving enough every month,ALPHA,community,true,none
2026-09-14T10:55:48+05:30,hardik.thakkar.313@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-05-23T21:22:02+05:30,hardik.trivedi.742@example.com,Retiring early,PLAN,community,true,Reveal walkthrough video
2026-08-18T09:37:17+05:30,harini.iyer.952@example.com,Paying off loans,ALPHA,web_reveal,false,none
2026-05-09T12:02:34+05:30,harini.krishnan.368@example.com,My children's education,ALPHA,community,true,Money checklist PDF
2026-06-17T21:27:11+05:30,harini.krishnan.594@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-05-31T08:05:20+05:30,harini.kumar.769@example.com,My children's education,PLAN,web_reveal,false,none
2026-04-19T14:35:38+05:30,harini.menon.968@example.com,Paying off loans,PLAN,web_reveal,false,Money checklist PDF
2026-04-30T10:26:51+05:30,harini.natarajan.586@example.com,Retiring early,PLAN,web_reveal,true,Money checklist PDF
2026-08-13T15:18:48+05:30,harini.natarajan.673@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-05-25T13:09:17+05:30,harini.raman.511@example.com,Saving enough every month,PLAN,web_reveal,false,none
2026-06-11T11:15:37+05:30,harini.raman.572@example.com,Insurance and cover,PLAN,community,true,Reveal walkthrough video
2026-04-18T18:14:43+05:30,harini.rao.211@example.com,Retiring early,PLAN,community,true,none
2026-08-25T13:05:14+05:30,harini.reddy.554@example.com,Saving enough every month,PLAN,web_reveal,false,Money checklist PDF
2026-08-08T11:39:07+05:30,harini.subramanian.412@example.com,Paying off loans,ALPHA,community,true,Money checklist PDF
2026-08-27T09:30:27+05:30,harpreet.arora.286@example.com,Where to invest,PLAN,community,true,Reveal walkthrough video
2026-06-10T19:15:18+05:30,harpreet.bedi.444@example.com,Insurance and cover,ALPHA,community,true,none
2026-08-19T13:02:00+05:30,harpreet.chopra.261@example.com,Insurance and cover,PLAN,web_reveal,false,Money checklist PDF
2026-05-11T21:35:22+05:30,harpreet.srivastava.266@example.com,Insurance and cover,PLAN,community,true,Reveal walkthrough video
2026-09-05T19:21:03+05:30,harpreet.srivastava.270@example.com,My children's education,PLAN,web_reveal,false,Money checklist PDF
2026-09-08T18:37:23+05:30,harpreet.srivastava.450@example.com,Insurance and cover,ALPHA,web_reveal,false,Money checklist PDF
2026-08-16T22:13:49+05:30,harpreet.verma.359@example.com,Where to invest,ALPHA,web_reveal,false,none
2026-08-21T23:54:48+05:30,heena.desai.315@example.com,My children's education,ALPHA,web_reveal,false,none
2026-09-09T16:26:32+05:30,heena.desai.765@example.com,My children's education,PLAN,web_reveal,false,Reveal walkthrough video
2026-09-15T21:45:48+05:30,heena.desai.888@example.com,My children's education,PLAN,community,true,Money checklist PDF
2026-08-23T13:53:10+05:30,heena.patil.504@example.com,My children's education,PLAN,community,true,Reveal walkthrough video
2025-08-16T23:10:28+05:30,heena.shah.460@example.com,Paying off loans,PLAN,community,true,none
2026-09-13T20:36:37+05:30,heena.shah.618@example.com,My children's education,PLAN,web_reveal,false,Reveal walkthrough video
2026-08-04T20:25:57+05:30,hetal.chitale.379@example.com,Where to invest,ALPHA,community,true,Money checklist PDF
2026-08-13T10:46:00+05:30,hetal.gokhale.330@example.com,Insurance and cover,ALPHA,community,true,Money checklist PDF
