Deal External ID,Contact External ID,Deal Name,SKU,Period,Amount,GST Type,Payment Method,Coupon,Razorpay Customer Id,Razorpay Subscription or Txn Id,Mandate Status,Start,Next Billing,Status,Grace Until,Retry Count,Calls Included Per Period,Calls Used,Cancel Reason,Refund Requested,Refund Status
DL-00202-1,P00202,"DIWM quarterly, Aravind Srinivasan",diwm,quarterly,Rs ___,igst,netbanking,,cust_SEED00202,pay_SEED002021,none (charged per period),2026-07-24,2026-10-22,active,,0,N,0,,false,
DL-00223-1,P00223,"DIWM monthly, Yogesh Patel",diwm,monthly,Rs ___,cgst_sgst,upi,,cust_SEED00223,sub_SEED002231,active,2026-07-07,2026-10-05,active,,0,N,0,,false,
DL-00243-1,P00243,"DIY quarterly, Ganesh Shetty",diy,quarterly,Rs ___,igst,upi,,cust_SEED00243,sub_SEED002431,active,2026-07-12,2026-10-10,active,,0,0,0,,false,
DL-00257-1,P00257,"DIWM monthly, Pranali Jain",diwm,monthly,Rs ___,cgst_sgst,upi,,cust_SEED00257,sub_SEED002571,active,2026-07-20,,lapsed,2026-08-26,3,N,0,,false,
DL-00285-1,P00285,"DIY monthly, Bhavana Gowda",diy,monthly,Rs ___,igst,netbanking,,cust_SEED00285,pay_SEED002851,none (charged per period),2026-09-13,2026-10-13,active,,0,0,0,,false,
DL-00288-1,P00288,"DIY monthly, Parth Naik",diy,monthly,Rs ___,cgst_sgst,upi,,cust_SEED00288,sub_SEED002881,active,2026-07-26,,lapsed,,0,0,0,,false,
DL-00288-2,P00288,"DIY monthly, Parth Naik",diy,monthly,Rs ___,cgst_sgst,upi,,cust_SEED00288,sub_SEED002882,active,2026-09-07,2026-10-07,active,,0,0,0,,false,
DL-00296-1,P00296,"DIY quarterly, Chaitanya Nair",diy,quarterly,Rs ___,igst,upi,,cust_SEED00296,sub_SEED002961,active,2026-07-26,2026-10-24,active,,0,0,0,,false,
DL-00315-1,P00315,"DIY quarterly, Kavitha Rao",diy,quarterly,Rs ___,igst,upi,,cust_SEED00315,sub_SEED003151,active,2026-08-07,2026-11-05,active,,0,0,0,,false,
DL-00317-1,P00317,"DIWM quarterly, Sanjana Pandey",diwm,quarterly,Rs ___,igst,upi,,cust_SEED00317,sub_SEED003171,active,2026-08-08,2026-11-06,active,,0,N,0,,false,
DL-00318-1,P00318,"DIY quarterly, Aparna Pai",diy,quarterly,Rs ___,igst,upi,,cust_SEED00318,sub_SEED003181,active,2026-08-04,2026-11-02,active,,0,0,1,,false,
DL-00325-1,P00325,"DIY quarterly, Poulami Sahoo",diy,quarterly,Rs ___,igst,upi,,cust_SEED00325,sub_SEED003251,active,2026-08-05,2026-11-03,active,,0,0,0,,false,
DL-00332-1,P00332,"DIWM quarterly, Hetal Pawar",diwm,quarterly,Rs ___,cgst_sgst,upi,,cust_SEED00332,sub_SEED003321,active,2026-08-08,2026-11-06,active,,0,N,0,,false,
DL-00340-1,P00340,"DIWM monthly, Divya Arora",diwm,monthly,Rs ___,igst,upi,,cust_SEED00340,sub_SEED003401,active,2026-09-07,2026-10-07,active,,0,N,0,,false,
DL-00361-1,P00361,"DIWM quarterly, Suresh Subramanian",diwm,quarterly,Rs ___,igst,upi,,cust_SEED00361,sub_SEED003611,active,2026-08-11,2026-11-09,active,,0,N,1,,false,
DL-00364-1,P00364,"DIWM quarterly, Simran Gupta",diwm,quarterly,Rs ___,cgst_sgst,upi,,cust_SEED00364,sub_SEED003641,active,2026-09-20,2026-12-19,active,,0,N,0,,false,
DL-00377-1,P00377,"DIY monthly, Heena Bhosale",diy,monthly,Rs ___,cgst_sgst,upi,,cust_SEED00377,sub_SEED003771,active,2026-09-15,2026-10-15,active,,0,0,0,,false,
DL-00397-1,P00397,"DIY monthly, Madhav Nair",diy,monthly,Rs ___,igst,upi,,cust_SEED00397,sub_SEED003971,active,2026-09-11,,cancelled,,0,0,0,Too expensive for me right now,true,pending (brief H5: to be decided)
DL-00410-1,P00410,"DIWM monthly, Divakar Pillai",diwm,monthly,Rs ___,igst,upi,,cust_SEED00410,sub_SEED004101,active,2026-09-19,,cancelled,,0,N,0,Found an adviser elsewhere,true,pending (brief H5: to be decided)
DL-00411-1,P00411,"DIWM monthly, Subhajit Banerjee",diwm,monthly,Rs ___,igst,upi,,cust_SEED00411,sub_SEED004111,active,2026-08-26,2026-09-25,active,,0,N,1,,false,
DL-00428-1,P00428,"DIWM monthly, Aravind Shetty",diwm,monthly,Rs ___,igst,upi,,cust_SEED00428,sub_SEED004281,active,2026-09-09,2026-10-09,active,,0,N,1,,false,
DL-00432-1,P00432,"DIWM monthly, Tarun Tandon",diwm,monthly,Rs ___,igst,netbanking,,cust_SEED00432,pay_SEED004321,none (charged per period),2026-09-03,2026-10-03,active,,0,N,0,,false,
DL-00441-1,P00441,"DIWM quarterly, Priyanka Chatterjee",diwm,quarterly,Rs ___,igst,upi,,cust_SEED00441,sub_SEED004411,active,2026-09-15,2026-12-14,active,,0,N,0,,false,
DL-00444-1,P00444,"DIWM quarterly, Jasleen Tiwari",diwm,quarterly,Rs ___,igst,upi,,cust_SEED00444,sub_SEED004441,active,2026-09-21,2026-12-20,active,,0,N,0,,false,
DL-00466-1,P00466,"DIWM monthly, Ganesh Subramanian",diwm,monthly,Rs ___,igst,netbanking,,cust_SEED00466,pay_SEED004661,none (charged per period),2026-09-20,2026-10-20,active,,0,N,0,,false,
DL-00474-1,P00474,"DIY monthly, Naina Rathore",diy,monthly,Rs ___,igst,netbanking,,cust_SEED00474,pay_SEED004741,none (charged per period),2026-09-17,2026-10-17,active,,0,0,0,,false,
DL-00481-1,P00481,"DIY monthly, Bhavana Menon",diy,monthly,Rs ___,igst,upi,,cust_SEED00481,sub_SEED004811,active,2026-09-19,2026-10-19,active,,0,0,0,,false,
DL-00489-1,P00489,"DIWM quarterly, Bhavana Rajan",diwm,quarterly,Rs ___,igst,upi,,cust_SEED00489,sub_SEED004891,active,2026-09-19,2026-12-18,active,,0,N,0,,false,
DL-00491-1,P00491,"DIWM monthly, Vishnu Pai",diwm,monthly,Rs ___,igst,netbanking,,cust_SEED00491,pay_SEED004911,none (charged per period),2026-09-20,2026-10-20,active,,0,N,0,,false,
